page_key,title,level,edition,level_2_area,file_path,url_path,description,link_phrases
internal_bad_laws_cisa_2015,Cybersecurity Information Sharing Act (CISA) 2015,3,main,internal,internal/bad_laws/cisa_2015.mdx,/docs/internal/bad-laws/cisa-2015/,The Cybersecurity Information Sharing Act (2015) allows private companies to share user data with the government without warrants under the banner of cybersecurity — enabling mass surveillance.,cybersecurity information sharing act (cisa) 2015
internal_bad_laws_cloud_act,Clarifying Lawful Overseas Use of Data (CLOUD) Act 2018,3,main,internal,internal/bad_laws/cloud_act.mdx,/docs/internal/bad-laws/cloud-act/,The CLOUD Act (2018) lets US law enforcement demand data stored abroad without going through foreign legal processes — critics say it undermines privacy protections and international data sovereignty.,clarifying lawful overseas use of data (cloud) act 2018
internal_bad_laws_corporate_transparency_act,Corporate Transparency Act,3,main,internal,internal/bad_laws/corporate_transparency_act.mdx,/docs/internal/bad-laws/corporate-transparency-act/,The Corporate Transparency Act (2021) requires most US companies to report beneficial owners to a federal FinCEN database — critics call it invasive government surveillance of private business ownership.,corporate transparency act
internal_bad_laws_countering_foreign_propaganda_act,Countering Foreign Propaganda and Disinformation Act (2016),3,main,internal,internal/bad_laws/countering_foreign_propaganda_act.mdx,/docs/internal/bad-laws/countering-foreign-propaganda-act/,The Countering Foreign Propaganda and Disinformation Act (2016) created the Global Engagement Center — critics say this censorship apparatus was turned against domestic American journalists and speech platforms under the guise of fighting foreign disinformation.,countering foreign propaganda and disinformation act (2016)
internal_bad_laws_covid_hate_crimes_act,COVID-19 Hate Crimes Act (2021),3,main,internal,internal/bad_laws/covid_hate_crimes_act.mdx,/docs/internal/bad-laws/covid-hate-crimes-act/,"The COVID-19 Hate Crimes Act (2021) expanded federal hate crime resources and online reporting — critics say it federalizes the definition of ""hate incidents"" beyond actual crimes and creates infrastructure for government monitoring of protected speech.",covid-19 hate crimes act (2021)
internal_bad_laws_faa_drone_remote_id,FAA Remote ID Rule — Government Drone Tracking Mandate,3,main,internal,internal/bad_laws/faa_drone_remote_id.mdx,/docs/internal/bad-laws/faa-drone-remote-id/,"The FAA's Remote ID rule (implemented 2023, from FAA Reauthorization Act 2018) requires all drones to continuously broadcast their location and the operator's location — effectively a digital license plate that lets law enforcement and the public track anyone flying a drone.",faa remote id rule — government drone tracking mandate
internal_bad_laws_fcc_privacy_repeal,S.J.Res. 34 — FCC Broadband Privacy Rules Repeal (2017),3,main,internal,internal/bad_laws/fcc_privacy_repeal.mdx,/docs/internal/bad-laws/fcc-privacy-repeal/,"S.J.Res. 34 (2017) repealed FCC rules that required internet service providers to get your consent before selling your browsing history — Congress voted to let Comcast, AT&T, and Verizon sell your private internet habits to anyone willing to pay.",s.j.res. 34 — fcc broadband privacy rules repeal (2017)
internal_bad_laws_federal_data_broker_purchases,Federal Data Broker Purchase Authorities (Ongoing),3,main,internal,internal/bad_laws/federal_data_broker_purchases.mdx,/docs/internal/bad-laws/federal-data-broker-purchases/,"Federal agencies including DHS, FBI, ICE, IRS, and the Secret Service purchase Americans' location data, browsing history, and personal information from commercial data brokers without warrants — critics call it a Fourth Amendment end-run.",federal data broker purchase authorities (ongoing)
internal_bad_laws_federal_social_media_monitoring,Federal Social Media Monitoring Programs (2010s–ongoing),3,main,internal,internal/bad_laws/federal_social_media_monitoring.mdx,/docs/internal/bad-laws/federal-social-media-monitoring/,"DHS, FBI, and other agencies operate programs to monitor Americans' social media activity under homeland security authorities — critics say these programs chill free speech and political dissent with no demonstrated security benefit.",federal social media monitoring programs (2010s–ongoing)
internal_bad_laws_fisa_section_702,FISA Section 702 Reauthorizations,3,main,internal,internal/bad_laws/fisa_section_702.mdx,/docs/internal/bad-laws/fisa-section-702/,FISA Section 702 permits warrantless surveillance of foreign targets with incidental collection of Americans' communications and backdoor queries — reauthorized in 2017 and 2024.,fisa section 702 reauthorizations
internal_bad_laws_fix_nics_act,Fix NICS Act (2018) — Expanding the Federal Gun Prohibition Database,3,main,internal,internal/bad_laws/fix_nics_act.mdx,/docs/internal/bad-laws/fix-nics-act/,The Fix NICS Act (2018) expanded the federal gun background check database by requiring agencies to submit more disqualifying records — gun rights groups warn it adds people to a permanent prohibition list based on administrative records without adequate due process.,fix nics act (2018) — expanding the federal gun prohibition database
internal_bad_laws_florida_hb3_anti_esg,Florida HB 3 — Anti-ESG Legislation (2023),3,main,internal,internal/bad_laws/florida_hb3_anti_esg.mdx,/docs/internal/bad-laws/florida-hb3-anti-esg/,Florida HB 3 (2023) restricts state use of ESG factors in investments and contracts and prohibits boycotts of certain industries — opponents argue it punishes market-based boycotts and limits free economic and political expression.,florida hb 3 — anti-esg legislation (2023)
internal_bad_laws_fosta_sesta,FOSTA-SESTA (Allow States and Victims to Fight Online Sex Trafficking Act),3,main,internal,internal/bad_laws/fosta_sesta.mdx,/docs/internal/bad-laws/fosta-sesta/,FOSTA-SESTA (2018) holds online platforms liable for user-generated sex trafficking content — critics say it caused mass over-censorship of legal speech and forced platforms to delete lawful content and communities.,fosta-sesta (allow states and victims to fight online sex trafficking act)
internal_bad_laws_hr347_restricted_buildings,"Federal Restricted Buildings and Grounds Improvement Act (H.R. 347, 2012)",3,main,internal,internal/bad_laws/hr347_restricted_buildings.mdx,/docs/internal/bad-laws/hr347-restricted-buildings/,"H.R. 347 (2012) lowered the intent standard for the federal ""no-protest zone"" statute covering Secret Service-protected areas — critics say it makes it easier to arrest lawful protesters near powerful political figures.","federal restricted buildings and grounds improvement act (h.r. 347, 2012)"
internal_bad_laws_iija_kill_switch,IIJA Section 24220 — Vehicle Kill Switch Mandate,3,main,internal,internal/bad_laws/iija_kill_switch.mdx,/docs/internal/bad-laws/iija-kill-switch/,"Infrastructure Investment and Jobs Act Section 24220 mandates ""advanced impaired driving prevention technology"" in new cars — effectively a government kill switch on personal vehicles.",iija section 24220 — vehicle kill switch mandate
internal_bad_laws_irs_financial_surveillance_expansion,IRS Financial Surveillance Expansion — $600 Venmo Rule and $80 Billion Enforcement (2021–2022),3,main,internal,internal/bad_laws/irs_financial_surveillance_expansion.mdx,/docs/internal/bad-laws/irs-financial-surveillance-expansion/,"The American Rescue Plan's $600 payment app reporting threshold and the Inflation Reduction Act's $80 billion IRS enforcement expansion together target ordinary Americans' finances — critics say this is surveillance of the working class, not tax enforcement on the wealthy.",irs financial surveillance expansion — $600 venmo rule and $80 billion enforcement (2021–2022)
internal_bad_laws_louisiana_hb727_critical_infrastructure,Louisiana HB 727 — Critical Infrastructure Law (2018),3,main,internal,internal/bad_laws/louisiana_hb727_critical_infrastructure.mdx,/docs/internal/bad-laws/louisiana-hb727-critical-infrastructure/,Louisiana HB 727 (2018) heightens penalties for interfering with energy infrastructure — critics say it targets climate activists and suppresses free speech and protest against fossil fuel projects.,louisiana hb 727 — critical infrastructure law (2018)
internal_bad_laws_ndaa_fy2012_indefinite_detention,NDAA FY2012 — Indefinite Military Detention,3,main,internal,internal/bad_laws/ndaa_fy2012_indefinite_detention.mdx,/docs/internal/bad-laws/ndaa-fy2012-indefinite-detention/,The National Defense Authorization Act for FY2012 authorizes indefinite military detention of terrorism suspects — including potentially US citizens — without trial.,ndaa fy2012 — indefinite military detention
internal_bad_laws_ndaa_fy2027_section_224_israel_integration,NDAA FY2027 Section 224 — US-Israel Military Tech Integration,3,main,internal,internal/bad_laws/ndaa_fy2027_section_224_israel_integration.mdx,/docs/internal/bad-laws/ndaa-fy2027-section-224-israel-integration/,Section 224 of the House FY2027 NDAA would fuse US and Israeli military technology development — channel US R&D budget into joint production with Israel and integrate US military networks and data systems with a foreign government.,ndaa fy2027 section 224 — us-israel military tech integration
internal_bad_laws_no_fly_list,No-Fly List — Secret Blacklist Without Due Process,3,main,internal,internal/bad_laws/no_fly_list.mdx,/docs/internal/bad-laws/no-fly-list/,"The No-Fly List bars Americans from air travel based on secret criteria, secret evidence, and a ""redress"" process courts have found unconstitutional — you can be added for a clerical error, never told why, and have no meaningful way to get off.",no-fly list — secret blacklist without due process
internal_bad_laws_north_dakota_sb2044_critical_infrastructure,North Dakota SB 2044 — Critical Infrastructure (2019),3,main,internal,internal/bad_laws/north_dakota_sb2044_critical_infrastructure.mdx,/docs/internal/bad-laws/north-dakota-sb2044-critical-infrastructure/,"North Dakota SB 2044 (2019) increases felony penalties for pipeline protests — passed in direct response to the Standing Rock DAPL protests, critics say it criminalizes legitimate indigenous and environmental activism.",north dakota sb 2044 — critical infrastructure (2019)
internal_bad_laws_oklahoma_hb1123_critical_infrastructure,Oklahoma HB 1123 — Critical Infrastructure Protection Act (2017),3,main,internal,internal/bad_laws/oklahoma_hb1123_critical_infrastructure.mdx,/docs/internal/bad-laws/oklahoma-hb1123-critical-infrastructure/,Oklahoma HB 1123 (2017) makes trespass on pipelines and oil facilities a felony — critics argue it criminalizes peaceful environmental protest and chills First Amendment assembly rights.,oklahoma hb 1123 — critical infrastructure protection act (2017)
internal_bad_laws_patriot_act,USA PATRIOT Act and Reauthorizations (2001–2015),3,main,internal,internal/bad_laws/patriot_act.mdx,/docs/internal/bad-laws/patriot-act/,"The USA PATRIOT Act (2001) dramatically expanded surveillance and law enforcement powers after 9/11; repeatedly reauthorized through 2015 despite documented abuses, before being partially replaced by the USA FREEDOM Act.",usa patriot act and reauthorizations (2001–2015)
internal_bad_laws_patriot_sunsets_extension_act,PATRIOT Sunsets Extension Act of 2011,3,main,internal,internal/bad_laws/patriot_sunsets_extension_act.mdx,/docs/internal/bad-laws/patriot-sunsets-extension-act/,"The PATRIOT Sunsets Extension Act (2011) renewed the three most controversial PATRIOT Act surveillance powers for four more years — roving wiretaps, mass business record collection, and lone wolf surveillance — despite no evidence they were effective or necessary.",patriot sunsets extension act of 2011
internal_bad_laws_pipes_act_2020,PIPES Act of 2020 — Federal Pipeline Penalties and the Protest Criminalization Trend,3,main,internal,internal/bad_laws/pipes_act_2020.mdx,/docs/internal/bad-laws/pipes-act-2020/,"The PIPES Act of 2020 increased federal penalties for pipeline-related violations — while the existing federal law already imposes 20-year felony sentences for pipeline damage, critics warn the trend of expanding pipeline penalty laws is designed to suppress environmental and indigenous protest.",pipes act of 2020 — federal pipeline penalties and the protest criminalization trend
internal_bad_laws_preventing_emerging_threats_drone_act,Preventing Emerging Threats Act (2018) — Federal Drone Kill Authority,3,main,internal,internal/bad_laws/preventing_emerging_threats_drone_act.mdx,/docs/internal/bad-laws/preventing-emerging-threats-drone-act/,"The Preventing Emerging Threats Act (2018) gave DHS and DOJ authority to seize, disable, or destroy private drones without a warrant or judicial oversight — critics say it grants unchecked power to eliminate private surveillance of government conduct.",preventing emerging threats act (2018) — federal drone kill authority
internal_bad_laws_protecting_data_foreign_adversaries,Protecting Americans' Data from Foreign Adversaries Act (2024),3,main,internal,internal/bad_laws/protecting_data_foreign_adversaries.mdx,/docs/internal/bad-laws/protecting-data-foreign-adversaries/,"The Protecting Americans' Data from Foreign Adversaries Act (2024) restricts transfer of sensitive American data to entities linked to China, Russia, Iran, and North Korea — critics say its vague definitions could be used to regulate all international data flows and expand government oversight of private data transactions.",protecting americans' data from foreign adversaries act (2024)
internal_bad_laws_real_id_act,REAL ID Act (2005 / Enforced 2025),3,main,internal,internal/bad_laws/real_id_act.mdx,/docs/internal/bad-laws/real-id-act/,"The REAL ID Act (2005) created a de facto national ID card system by federally standardizing driver's licenses and building a networked database of Americans' personal information — full enforcement began May 7, 2025.",real id act (2005 / enforced 2025)
internal_bad_laws_secure_trusted_communications_act,Secure and Trusted Communications Networks Act (2020),3,main,internal,internal/bad_laws/secure_trusted_communications_act.mdx,/docs/internal/bad-laws/secure-trusted-communications-act/,The Secure and Trusted Communications Networks Act (2020) banned Huawei and ZTE from US telecom networks and appropriated funds to replace existing equipment — critics warn it expands federal control over communications infrastructure and sets a precedent for government control of the internet.,secure and trusted communications networks act (2020)
internal_bad_laws_smith_mundt_propaganda_act,Smith-Mundt Modernization Act (2012) — Government Propaganda Legalized,3,main,internal,internal/bad_laws/smith_mundt_propaganda_act.mdx,/docs/internal/bad-laws/smith-mundt-propaganda-act/,The Smith-Mundt Modernization Act (2012) lifted a decades-old ban on the domestic broadcast of US government-funded propaganda — critics say it now allows the government to legally run psychological influence operations on American citizens.,smith-mundt modernization act (2012) — government propaganda legalized
internal_bad_laws_state_anti_esg_boycott_laws,State Anti-ESG / Anti-Boycott Laws (Arkansas HB 1307 and Similar),3,main,internal,internal/bad_laws/state_anti_esg_boycott_laws.mdx,/docs/internal/bad-laws/state-anti-esg-boycott-laws/,"A wave of state anti-ESG and anti-boycott laws (Arkansas HB 1307 and similar, 2023+) bars state dealings with entities that boycott energy, firearms, or other politically favored industries.",state anti-esg / anti-boycott laws (arkansas hb 1307 and similar)
internal_bad_laws_state_anti_riot_laws,State Anti-Riot / Protest Laws (2021+),3,main,internal,internal/bad_laws/state_anti_riot_laws.mdx,/docs/internal/bad-laws/state-anti-riot-laws/,"State laws passed since 2021 (Florida HB 1, Oklahoma, and others) that heighten penalties for protests and grant driver immunity for hitting protesters — critics say they chill First Amendment assembly rights.",state anti-riot / protest laws (2021+)
internal_bad_laws_state_critical_infrastructure_laws,"State Critical Infrastructure Laws (Texas HB 3557 and Similar, 2019+)",3,main,internal,internal/bad_laws/state_critical_infrastructure_laws.mdx,/docs/internal/bad-laws/state-critical-infrastructure-laws/,"A wave of state laws since 2019 — led by Texas HB 3557 — that elevate penalties for protests near energy and pipeline infrastructure, broadly criticized as criminalizing political dissent against fossil fuel projects.","state critical infrastructure laws (texas hb 3557 and similar, 2019+)"
internal_bad_laws_stop_school_violence_act,STOP School Violence Act (2018) — Student Surveillance Programs,3,main,internal,internal/bad_laws/stop_school_violence_act.mdx,/docs/internal/bad-laws/stop-school-violence-act/,"The STOP School Violence Act (2018) funded anonymous tiplines and digital threat-assessment programs in schools — critics say it creates a surveillance-state environment that monitors students' social media, chills youth free speech, and accelerates the school-to-prison pipeline.",stop school violence act (2018) — student surveillance programs
internal_bad_laws_texas_sb13_anti_energy_boycott,Texas SB 13 — Anti-Energy Boycott Law (2021),3,main,internal,internal/bad_laws/texas_sb13_anti_energy_boycott.mdx,/docs/internal/bad-laws/texas-sb13-anti-energy-boycott/,Texas SB 13 (2021) bars state contracts and investments with financial firms that boycott fossil fuel companies — critics call it government punishment of political speech and economic association.,texas sb 13 — anti-energy boycott law (2021)
internal_bad_laws_tiktok_ban_act,Protecting Americans from Foreign Adversary Controlled Applications Act (TikTok Ban),3,main,internal,internal/bad_laws/tiktok_ban_act.mdx,/docs/internal/bad-laws/tiktok-ban-act/,PAFACA (2024) forces divestiture or an effective ban of TikTok and similar apps — critics argue it sets a government censorship precedent and restricts First Amendment free speech.,protecting americans from foreign adversary controlled applications act (tiktok ban)
internal_bad_laws_treasury_geographic_targeting_orders,Treasury Geographic Targeting Orders (GTOs) — Real Estate Financial Surveillance,3,main,internal,internal/bad_laws/treasury_geographic_targeting_orders.mdx,/docs/internal/bad-laws/treasury-geographic-targeting-orders/,Treasury Geographic Targeting Orders require title insurance companies in designated areas to identify the real people behind shell company real estate purchases — critics say GTOs expand financial surveillance of all-cash property buyers without requiring probable cause or a warrant.,treasury geographic targeting orders (gtos) — real estate financial surveillance
internal_bad_laws_tsa_cbp_biometric_surveillance,TSA and CBP Biometric Surveillance Programs (2017–ongoing),3,main,internal,internal/bad_laws/tsa_cbp_biometric_surveillance.mdx,/docs/internal/bad-laws/tsa-cbp-biometric-surveillance/,"TSA facial recognition at airports and CBP biometric entry/exit expansion scans the faces of millions of Americans — built without specific congressional authorization, no comprehensive privacy review, and documented racial bias.",tsa and cbp biometric surveillance programs (2017–ongoing)
internal_bad_laws_usa_freedom_act,USA FREEDOM Act (2015),3,main,internal,internal/bad_laws/usa_freedom_act.mdx,/docs/internal/bad-laws/usa-freedom-act/,The USA FREEDOM Act (2015) ended NSA bulk phone record collection but preserved mass surveillance infrastructure through third-party data retention — critics say it reformed the optics while leaving core surveillance powers intact.,usa freedom act (2015)
internal_bad_laws_usa_freedom_reauthorization_2020,USA FREEDOM Reauthorization Act of 2020,3,main,internal,internal/bad_laws/usa_freedom_reauthorization_2020.mdx,/docs/internal/bad-laws/usa-freedom-reauthorization-2020/,The USA FREEDOM Reauthorization Act of 2020 attempted to extend expiring NSA surveillance authorities with limited reforms — the House passed a version with more privacy protections; the Senate passed a version without them; privacy advocates say the final result preserved surveillance with cosmetic reform.,usa freedom reauthorization act of 2020
internal_state_bad_laws,State Bad Laws,3,main,internal,internal/state_bad_laws.mdx,/docs/internal/state-bad-laws/,State-level laws that harm citizen rights — organized by topic for screening state legislators' voting records.,state bad laws
internal_state_bad_laws_anti_bds_state_laws,Anti-BDS State Contractor Laws,3,main,internal,internal/state_bad_laws/anti_bds_state_laws.mdx,/docs/internal/state-bad-laws/anti-bds-state-laws/,38 states have enacted anti-BDS laws requiring contractors or public investment funds to certify they are not boycotting Israel — critics say these laws unconstitutionally condition public benefits on political viewpoints.,anti-bds state contractor laws
internal_state_bad_laws_arkansas_act710_anti_bds,Arkansas Act 710 — Anti-BDS Law (2017),3,main,internal,internal/state_bad_laws/arkansas_act710_anti_bds.mdx,/docs/internal/state-bad-laws/arkansas-act710-anti-bds/,"Arkansas Act 710 requires state contractors to certify they are not boycotting Israel — upheld by the 8th Circuit as regulating commercial conduct, not speech; SCOTUS declined review, widening a circuit split.",arkansas act 710 — anti-bds law (2017)
internal_state_bad_laws_critical_infrastructure_anti_protest,Critical Infrastructure Anti-Protest Laws (2017–2026),3,main,internal,internal/state_bad_laws/critical_infrastructure_anti_protest.mdx,/docs/internal/state-bad-laws/critical-infrastructure-anti-protest/,"20+ states have enacted laws since 2017 imposing felony-level penalties for protests near pipelines, refineries, power plants, and other infrastructure — critics say these laws are written to suppress climate and Indigenous rights activism.",critical infrastructure anti-protest laws (2017–2026)
internal_state_bad_laws_florida_hb1_anti_riot,Florida HB 1 — Combating Public Disorder Act (2021),3,main,internal,internal/state_bad_laws/florida_hb1_anti_riot.mdx,/docs/internal/state-bad-laws/florida-hb1-anti-riot/,"Florida HB 1 (2021) broadens riot definitions to sweep in peaceful protesters, creates new felony offenses tied to protest activity, grants civil immunity to drivers who hit protesters, and denies bail for protest-related arrests.",florida hb 1 — combating public disorder act (2021)
internal_state_bad_laws_florida_sb1678_anti_bds,Florida SB 1678 — Anti-BDS Expansion (2025),3,main,internal,internal/state_bad_laws/florida_sb1678_anti_bds.mdx,/docs/internal/state-bad-laws/florida-sb1678-anti-bds/,"Florida SB 1678 (2025) expands the state's anti-boycott-Israel policy to cover artists, nonprofits, and additional public-funding streams — critics say it reaches far beyond commercial contracts into protected political and artistic expression.",florida sb 1678 — anti-bds expansion (2025)
internal_state_bad_laws_florida_stop_woke_act,Florida Stop WOKE Act (2022),3,main,internal,internal/state_bad_laws/florida_stop_woke_act.mdx,/docs/internal/state-bad-laws/florida-stop-woke-act/,"Florida's Stop WOKE Act (2022) restricts how employers and universities may discuss race, gender, and related topics — courts have struck down key provisions as viewpoint-discriminatory government censorship.",florida stop woke act (2022)
internal_state_bad_laws_georgia_domestic_terrorism,Georgia Domestic Terrorism Expansion (2017 / 2023),3,main,internal,internal/state_bad_laws/georgia_domestic_terrorism.mdx,/docs/internal/state-bad-laws/georgia-domestic-terrorism/,"Georgia's domestic terrorism statute was expanded to cover property-related coercive acts; prosecutors applied it to Cop City forest demonstrators in 2023, drawing broad civil liberties criticism.",georgia domestic terrorism expansion (2017 / 2023)
internal_state_bad_laws_texas_hb89_anti_bds,Texas HB 89 — Anti-BDS Law (2017),3,main,internal,internal/state_bad_laws/texas_hb89_anti_bds.mdx,/docs/internal/state-bad-laws/texas-hb89-anti-bds/,Texas HB 89 bars state contracts and certain public investments from entities that boycott Israel — critics cite the Dickinson hurricane-aid pledge controversy as a sign of unconstitutional overreach.,texas hb 89 — anti-bds law (2017)
karma_overview,Karma,2,main,karma,karma/overview.mdx,/docs/karma/overview/,"The citizen side of the ledger: raw points are noise, the monthly karma score is the record.",karma
karma_points_to_monthly_karma,Points to monthly karma,3,main,karma,karma/points_to_monthly_karma.mdx,/docs/karma/points_to_monthly_karma/,"The two-layer scoring model: what actions are worth, and why the month is the unit that counts.",points to monthly karma
karma_the_leader_history_book,The Leader History Book,3,main,karma,karma/the_leader_history_book.mdx,/docs/karma/the_leader_history_book/,"The permanent, hash-chained record of the contributions that actually changed something.",leader history book; history book of citizens
karma_verification_and_disputes,Verification and disputes,3,main,karma,karma/verification_and_disputes.mdx,/docs/karma/verification_and_disputes/,"Evidence, peer reporting, anti-gaming, and what happens when somebody says a claim is false.",verification and disputes
laws_overview,Laws,2,main,laws,laws/overview.mdx,/docs/laws/overview/,"The four law libraries at a glance, and the distinction that makes them make sense.",
laws_how_a_record_is_sourced,How a record is sourced,3,main,laws,laws/how_a_record_is_sourced.mdx,/docs/laws/how_a_record_is_sourced/,"What counts as a source, where it is demanded, and why gaps are published.",how a record is sourced
laws_law_vs_bill,Law vs bill,3,main,laws,laws/law_vs_bill.mdx,/docs/laws/law_vs_bill/,"The vocabulary, and the rendering rules that follow from getting it right.",law vs bill; a law is not a bill
laws_the_four_libraries,The four libraries,3,main,laws,laws/the_four_libraries.mdx,/docs/laws/the_four_libraries/,"What each library holds, and which question it answers.",four libraries
legacy_politicians_overview,Elected Politicians,2,main,legacy_politicians,legacy_politicians/overview.mdx,/docs/legacy_politicians/overview/,"The 1,364 people who have held office and left a voting record — the hardest, most checkable evidence in the movement.",elected politicians
legacy_politicians_correct_your_own_record,Correct your own record,3,main,legacy_politicians,legacy_politicians/correct_your_own_record.mdx,/docs/legacy_politicians/correct_your_own_record/,"The correction channel for politicians and their staff, and why self-interest is labelled rather than blocked.",correct your own record
legacy_politicians_find_who_represents_you,Find who represents you,3,main,legacy_politicians,legacy_politicians/find_who_represents_you.mdx,/docs/legacy_politicians/find_who_represents_you/,"Going from your address to your own seats, and what to look at first once you get there.",find who represents you; who represents you
legacy_politicians_inside_a_legacy_record,Inside a legacy record,3,main,legacy_politicians,legacy_politicians/inside_a_legacy_record.mdx,/docs/legacy_politicians/inside_a_legacy_record/,"What is in a record for somebody who has held office, and where each piece came from.",inside a legacy record
legal_privacy_index,Privacy Policy,3,main,legal,legal/privacy/index.md,/docs/legal/privacy/,"The Privacy Policy for We The Citizens, the website at wethecitizens.io, and the app at app.WeTheCitizens.io.",
legal_terms_index,Terms of Service,3,main,legal,legal/terms/index.md,/docs/legal/terms/,"The Terms of Service for We The Citizens, the website at wethecitizens.io, and the app at app.WeTheCitizens.io.",
llama_overview,The Llama Award,2,main,llama,llama/overview.mdx,/docs/llama/overview/,How much a named politician did to repeal harmful law and advance the law that repairs democracy.,llama award; democracy repair
llama_the_good_law_list,The Good Law List,3,main,llama,llama/the_good_law_list.mdx,/docs/llama/the_good_law_list/,"The curated set of repairing laws the Llama is computed over, and the tests for getting on it.",good law list
llama_which_award_leads,Which award leads,3,main,llama,llama/which_award_leads.mdx,/docs/llama/which_award_leads/,Dominance: how the product decides which of the two awards a politician's card shows first.,which award leads
llama_why_not_just_inverted,Why it is not just the Monkey inverted,3,main,llama,llama/why_not_just_inverted.mdx,/docs/llama/why_not_just_inverted/,"The asymmetry in the two tables, and the argument for it.",why it is not just the monkey inverted
meritocracy_overview,Meritocracy,2,main,meritocracy,meritocracy/overview.mdx,/docs/meritocracy/overview/,"Influence here is earned and visible: a ladder citizens climb by doing checkable work, with a hard ceiling.",meritocracy
meritocracy_how_merit_is_earned,How merit is earned,3,main,meritocracy,meritocracy/how_merit_is_earned.mdx,/docs/meritocracy/how_merit_is_earned/,"The six inputs to a citizen's merit score, and why each one is hard to fake.",how merit is earned
meritocracy_the_rules_that_keep_it_honest,The rules that keep it honest,3,main,meritocracy,meritocracy/the_rules_that_keep_it_honest.mdx,/docs/meritocracy/the_rules_that_keep_it_honest/,Seven rules that keep a meritocracy from turning into an oligarchy.,rules that keep it honest
meritocracy_the_trust_ladder,The trust ladder,3,main,meritocracy,meritocracy/the_trust_ladder.mdx,/docs/meritocracy/the_trust_ladder/,"Five rungs with published criteria, climbed by doing work anyone can check.",trust ladder; the trust ladder
monkey_overview,The Monkey Award,2,main,monkey,monkey/overview.mdx,/docs/monkey/overview/,"One number, 0 to 100, for how much a named politician did to put the democracy-destroying laws in place.",monkey award; democracy damage
monkey_do_the_math_yourself,Do the math yourself,3,main,monkey,monkey/do_the_math_yourself.mdx,/docs/monkey/do_the_math_yourself/,"The whole equation is a weighted average, and every award has a page that shows the derivation term by term.",do the math yourself
monkey_the_monkey_list,The Monkey List,3,main,monkey,monkey/the_monkey_list.mdx,/docs/monkey/the_monkey_list/,"The curated set of enacted laws the award is computed over, and why it is deliberately short.",monkey list; the monkey list
monkey_what_counts_as_an_act,What counts as an act,3,main,monkey,monkey/what_counts_as_an_act.mdx,/docs/monkey/what_counts_as_an_act/,"The twelve categories every recorded act falls into, and why blocking a repair weighs thirty floor votes.",what counts as an act
new_politicians_overview,Good New Leaders,2,main,new_politicians,new_politicians/overview.mdx,/docs/new_politicians/overview/,"The people worth electing who have never been in office — assessed on what they have said and done, not on a voting record they do not have.",good new leaders; new leaders
new_politicians_how_someone_gets_on_the_roster,How someone gets on the roster,3,main,new_politicians,new_politicians/how_someone_gets_on_the_roster.mdx,/docs/new_politicians/how_someone_gets_on_the_roster/,Recommendation is open to anyone; approval is not. The path from a name to a published record.,how someone gets on the roster
new_politicians_recommend_a_leader,Recommend a leader,3,main,new_politicians,new_politicians/recommend_a_leader.mdx,/docs/new_politicians/recommend_a_leader/,"How to put somebody forward, what makes a recommendation strong, and how to flag a worrisome challenger.",recommend a leader
new_politicians_what_gets_assessed,What gets assessed,3,main,new_politicians,new_politicians/what_gets_assessed.mdx,/docs/new_politicians/what_gets_assessed/,"The evidence used to assess somebody with no voting record, and the percent-known figure that keeps it honest.",what gets assessed
no_forever_wars_overview,"No Forever Wars, No Draft",2,main,no_forever_wars,no_forever_wars/overview.mdx,/docs/no_forever_wars/overview/,"No needless wars, no forever wars, no draft — one of the few positions the citizen base holds identically behind every door.","no forever wars, no draft; forever wars; forever war; no draft"
no_forever_wars_remove_the_draft,Remove the draft,3,main,no_forever_wars,no_forever_wars/remove_the_draft.mdx,/docs/no_forever_wars/remove_the_draft/,The most extreme claim a government can make on a citizen — and why 'kept removed' is the harder half of the position.,remove the draft; conscription
no_forever_wars_the_forever_war_pattern,The forever war pattern,3,main,no_forever_wars,no_forever_wars/the_forever_war_pattern.mdx,/docs/no_forever_wars/the_forever_war_pattern/,"A war that outlives the administration that started it is being sustained by something other than an election result. Four mechanics, all documented.",forever war pattern; the forever war pattern
no_forever_wars_who_pays_and_who_profits,Who pays and who profits,3,main,no_forever_wars,no_forever_wars/who_pays_and_who_profits.mdx,/docs/no_forever_wars/who_pays_and_who_profits/,"Follow the two ledgers — the districts that pay in people, and the revenue that depends on continuation.",who pays and who profits
no_social_credit_overview,No Social Credit Score,2,main,no_social_credit,no_social_credit/overview.mdx,/docs/no_social_credit/overview/,"China's social credit system already has an American version — it is just not called that, which is exactly why it needs naming.",no social credit score; social credit system; social credit score; social credit
no_social_credit_how_we_remove_it,How we remove it,3,main,no_social_credit,no_social_credit/how_we_remove_it.mdx,/docs/no_social_credit/how_we_remove_it/,Three requirements that become bill text — and the honest comparison with this site's own karma score.,how we remove it
no_social_credit_the_american_version,The American version,3,main,no_social_credit,no_social_credit/the_american_version.mdx,/docs/no_social_credit/the_american_version/,Not one government registry — a patchwork of private and quasi-public gatekeepers that between them decide what a person can do.,american version; de-banking; remote shutdown
no_social_credit_why_it_is_not_called_that,Why it is not called that,3,main,no_social_credit,no_social_credit/why_it_is_not_called_that.mdx,/docs/no_social_credit/why_it_is_not_called_that/,"In China one body runs it under one name. Here it is distributed, so every participant can honestly say they operate no such thing.",why it is not called that
